Plate,Row,Column,Treatment (Microbe),Treatment (Water),Treatment (Plant) ,600,600 Blank,600 Corrected,Blank 1,Blank 2,Blank 3,Average
9,H,11,None,UM,UM,0.043,0.039,0.004,,,,
9,H,12,M,UM,UM,0.07,0.042,0.028,,,,
10,A,1,WDM,UM,WDM,0.075,0.044,0.031,,,,
10,A,2,DR,UM,WDM,0.144,0.044,0.1,,,,
10,A,3,DR,WDM,M,0.102,0.049,0.053,,,,
10,A,4,WDM,WDM,M,0.055,0.045,0.01,,,,
10,A,5,UM,WDM,M,0.057,0.04,0.017,,,,
10,A,6,M,WDM,M,0.053,0.039,0.014,,,,
10,A,7,None,WDM,M,0.059,0.04,0.019,,,,
10,A,8,WDM,WDM,DR,0.059,0.038,0.021,,,,
10,A,9,M,WDM,DR,0.091,0.038,0.053,,,,
10,A,10,None,WDM,DR,0.046,0.143,-0.097,,,,
10,A,11,UM,WDM,DR,0.258,0.043,0.215,,,,
10,A,12,DR,WDM,DR,0.072,0.04,0.032,,,,
10,B,1,WDM,DR,WDM,0.214,0.039,0.175,,,,
10,B,2,DR,DR,WDM,0.07,0.038,0.032,,,,
10,B,3,DR,M,M,0.04,0.038,0.002,,,,
10,B,4,WDM,M,M,0.065,0.04,0.025,,,,
10,B,5,UM,M,M,0.05,0.04,0.01,,,,
10,B,6,M,M,M,0.11,0.04,0.07,,,,
10,B,7,None,M,M,0.052,0.04,0.012,,,,
10,B,8,WDM,M,DR,0.045,0.04,0.005,,,,
10,B,9,M,M,DR,0.096,0.039,0.057,,,,
10,B,10,None,M,DR,0.045,0.04,0.005,,,,
10,B,11,UM,M,DR,0.063,0.038,0.025,,,,
10,B,12,DR,M,DR,0.078,0.038,0.04,,,,
10,C,1,WDM,M,WDM,0.055,0.041,0.014,,,,
10,C,2,DR,M,WDM,0.072,0.04,0.032,,,,
10,C,3,DR,UM,M,0.079,0.039,0.04,,,,
10,C,4,WDM,UM,M,0.087,0.046,0.041,,,,
10,C,5,UM,UM,M,0.103,0.043,0.06,,,,
10,C,6,M,UM,M,0.052,0.044,0.008,,,,
10,C,7,None,UM,M,0.059,0.052,0.007,,,,
10,C,8,WDM,UM,DR,0.073,0.04,0.033,,,,
10,C,9,M,UM,DR,0.152,0.039,0.113,,,,
10,C,10,None,UM,DR,0.058,0.039,0.019,,,,
10,C,11,UM,UM,DR,0.104,0.045,0.059,,,,
10,C,12,DR,UM,DR,0.055,0.039,0.016,,,,
10,D,1,WDM,WDM,WDM,0.067,0.038,0.029,,,,
10,D,2,DR,WDM,WDM,0.054,0.041,0.013,,,,
10,D,3,DR,DR,M,0.158,0.044,0.114,,,,
10,D,4,WDM,DR,M,0.077,0.041,0.036,,,,
10,D,5,UM,DR,M,0.087,0.044,0.043,,,,
10,D,6,M,DR,M,0.055,0.042,0.013,,,,
10,D,7,None,DR,M,0.042,0.043,-0.001,,,,
10,D,8,WDM,DR,DR,0.07,0.04,0.03,,,,
10,D,9,M,DR,DR,0.051,0.043,0.008,,,,
10,D,10,None,DR,DR,0.048,0.039,0.009,,,,
10,D,11,UM,DR,DR,0.067,0.041,0.026,,,,
10,D,12,DR,DR,DR,0.045,0.043,0.002,,,,
10,E,1,WDM,WDM,UM,0.077,0.039,0.038,,,,
10,E,2,DR,WDM,UM,0.056,0.041,0.015,,,,
10,E,3,DR,M,UM,0.062,0.041,0.021,,,,
10,E,4,WDM,M,UM,0.06,0.041,0.019,,,,
10,E,5,UM,M,UM,0.05,0.047,0.003,,,,
10,E,6,M,M,UM,0.064,0.042,0.022,,,,
10,E,7,None,M,UM,0.04,0.051,-0.011,,,,
10,E,8,WDM,M,WDM,0.096,0.043,0.053,,,,
10,E,9,M,M,WDM,0.074,0.048,0.026,,,,
10,E,10,None,M,WDM,0.11,0.04,0.07,,,,
10,E,11,UM,M,WDM,0.058,0.041,0.017,,,,
10,E,12,DR,M,WDM,0.054,0.043,0.011,,,,
10,F,1,WDM,M,UM,0.055,0.041,0.014,,,,
10,F,2,DR,M,UM,0.073,0.041,0.032,,,,
10,F,3,DR,DR,UM,0.049,0.039,0.01,,,,
10,F,4,WDM,DR,UM,0.05,0.042,0.008,,,,
10,F,5,UM,DR,UM,0.044,0.045,-0.001,,,,
10,F,6,M,DR,UM,0.052,0.048,0.004,,,,
10,F,7,None,DR,UM,0.062,0.045,0.017,,,,
10,F,8,WDM,DR,WDM,0.054,0.042,0.012,,,,
10,F,9,M,DR,WDM,0.045,0.04,0.005,,,,
10,F,10,None,DR,WDM,0.046,0.039,0.007,,,,
10,F,11,UM,DR,WDM,0.046,0.041,0.005,,,,
10,F,12,DR,DR,WDM,0.036,0.039,-0.003,,,,
10,G,1,WDM,DR,UM,0.046,0.04,0.006,,,,
10,G,2,DR,DR,UM,0.05,0.04,0.01,,,,
10,G,3,DR,WDM,UM,0.05,0.04,0.01,,,,
10,G,4,WDM,WDM,UM,0.053,0.038,0.015,,,,
10,G,5,UM,WDM,UM,0.054,0.046,0.008,,,,
10,G,6,M,WDM,UM,0.055,0.043,0.012,,,,
10,G,7,None,WDM,UM,0.041,0.044,-0.003,,,,
10,G,8,WDM,WDM,WDM,0.053,0.05,0.003,,,,
10,G,9,M,WDM,WDM,0.056,0.039,0.017,,,,
10,G,10,None,WDM,WDM,0.059,0.04,0.019,,,,
10,G,11,UM,WDM,WDM,0.046,0.039,0.007,,,,
10,G,12,DR,WDM,WDM,0.065,0.041,0.024,,,,
10,H,1,WDM,UM,UM,0.054,0.049,0.005,,,,
10,H,2,DR,UM,UM,0.047,0.039,0.008,,,,
10,H,3,DR,UM,UM,0.051,0.05,0.001,,,,
10,H,4,WDM,UM,UM,0.051,0.039,0.012,,,,
10,H,5,UM,UM,UM,0.046,0.046,0,,,,
10,H,6,M,UM,UM,0.054,0.043,0.011,,,,
10,H,7,None,UM,UM,0.044,0.04,0.004,,,,
10,H,8,WDM,UM,WDM,0.078,0.073,0.005,,,,
10,H,9,M,UM,WDM,0.049,0.044,0.005,,,,
10,H,10,None,UM,WDM,0.054,0.041,0.013,,,,
10,H,11,UM,UM,WDM,0.048,0.039,0.009,,,,
10,H,12,DR,UM,WDM,0.058,0.042,0.016,,,,
